time,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
10.67,0.000494433,0,68.4299,0,0,0,0,0,0,0.00845742,0,-461.428
10.68,0.000493897,0,68.4539,0,0,0,0,0,0,0.00846237,0,-460.743
10.69,0.000493362,0,68.4777,0,0,0,0,0,0,0.0084673,0,-460.059
10.7,0.000492827,0,68.5016,0,0,0,0,0,0,0.00847224,0,-459.374
10.71,0.000492292,0,68.5254,0,0,0,0,0,0,0.00847717,0,-458.689
10.72,0.000491758,0,68.5491,0,0,0,0,0,0,0.00848209,0,-458.004
10.73,0.000491224,0,68.5728,0,0,0,0,0,0,0.00848701,0,-457.318
10.74,0.000490691,0,68.5964,0,0,0,0,0,0,0.00849192,0,-456.633
10.75,0.000490157,0,68.62,0,0,0,0,0,0,0.00849683,0,-455.947
10.76,0.000489625,0,68.6435,0,0,0,0,0,0,0.00850173,0,-455.26
10.77,0.000489093,0,68.667,0,0,0,0,0,0,0.00850662,0,-454.574
10.78,0.000488561,0,68.6904,0,0,0,0,0,0,0.00851151,0,-453.887
10.79,0.000488029,0,68.7138,0,0,0,0,0,0,0.0085164,0,-453.2
10.8,0.000487498,0,68.7371,0,0,0,0,0,0,0.00852128,0,-452.513
10.81,0.000486967,0,68.7604,0,0,0,0,0,0,0.00852616,0,-451.826
10.82,0.000486437,0,68.7836,0,0,0,0,0,0,0.00853103,0,-451.138
10.83,0.000485907,0,68.8068,0,0,0,0,0,0,0.00853589,0,-450.451
10.84,0.000485378,0,68.8299,0,0,0,0,0,0,0.00854075,0,-449.762
10.85,0.000484849,0,68.853,0,0,0,0,0,0,0.0085456,0,-449.074
10.86,0.00048432,0,68.876,0,0,0,0,0,0,0.00855045,0,-448.386
10.87,0.000483792,0,68.899,0,0,0,0,0,0,0.00855529,0,-447.697
10.88,0.000483264,0,68.9219,0,0,0,0,0,0,0.00856013,0,-447.008
10.89,0.000482736,0,68.9448,0,0,0,0,0,0,0.00856496,0,-446.319
10.9,0.000482209,0,68.9676,0,0,0,0,0,0,0.00856979,0,-445.629
10.91,0.000481683,0,68.9904,0,0,0,0,0,0,0.00857461,0,-444.94
10.92,0.000481156,0,69.0131,0,0,0,0,0,0,0.00857943,0,-444.25
10.93,0.00048063,0,69.0358,0,0,0,0,0,0,0.00858424,0,-443.559
10.94,0.000480105,0,69.0584,0,0,0,0,0,0,0.00858905,0,-442.869
10.95,0.00047958,0,69.081,0,0,0,0,0,0,0.00859385,0,-442.179
10.96,0.000479055,0,69.1035,0,0,0,0,0,0,0.00859865,0,-441.488
10.97,0.000478531,0,69.126,0,0,0,0,0,0,0.00860344,0,-440.797
10.98,0.000478007,0,69.1484,0,0,0,0,0,0,0.00860822,0,-440.105
10.99,0.000477484,0,69.1708,0,0,0,0,0,0,0.008613,0,-439.414
11,0.000476961,0,69.1931,0,0,0,0,0,0,0.00861778,0,-438.722
11.01,0.000476438,0,69.2154,0,0,0,0,0,0,0.00862255,0,-438.03
11.02,0.000475916,0,69.2376,0,0,0,0,0,0,0.00862731,0,-437.338
11.03,0.000475394,0,69.2598,0,0,0,0,0,0,0.00863207,0,-436.646
11.04,0.000474872,0,69.2819,0,0,0,0,0,0,0.00863682,0,-435.953
11.05,0.000474351,0,69.304,0,0,0,0,0,0,0.00864157,0,-435.26
11.06,0.000473831,0,69.3261,0,0,0,0,0,0,0.00864632,0,-434.567
11.07,0.000473311,0,69.348,0,0,0,0,0,0,0.00865105,0,-433.874
11.08,0.000472791,0,69.37,0,0,0,0,0,0,0.00865579,0,-433.181
11.09,0.000472271,0,69.3919,0,0,0,0,0,0,0.00866051,0,-432.487
11.1,0.000471752,0,69.4137,0,0,0,0,0,0,0.00866524,0,-431.793
11.11,0.000471234,0,69.4355,0,0,0,0,0,0,0.00866996,0,-431.099
11.12,0.000470716,0,69.4573,0,0,0,0,0,0,0.00867467,0,-430.404
11.13,0.000470198,0,69.479,0,0,0,0,0,0,0.00867937,0,-429.71
11.14,0.00046968,0,69.5006,0,0,0,0,0,0,0.00868408,0,-429.015
11.15,0.000469164,0,69.5222,0,0,0,0,0,0,0.00868877,0,-428.32
11.16,0.000468647,0,69.5438,0,0,0,0,0,0,0.00869347,0,-427.625
11.17,0.000468131,0,69.5653,0,0,0,0,0,0,0.00869815,0,-426.929
11.18,0.000467615,0,69.5867,0,0,0,0,0,0,0.00870283,0,-426.234
11.19,0.0004671,0,69.6081,0,0,0,0,0,0,0.00870751,0,-425.538
11.2,0.000466585,0,69.6295,0,0,0,0,0,0,0.00871218,0,-424.842
11.21,0.00046607,0,69.6508,0,0,0,0,0,0,0.00871685,0,-424.146
11.22,0.000465556,0,69.6721,0,0,0,0,0,0,0.00872151,0,-423.449
11.23,0.000465043,0,69.6933,0,0,0,0,0,0,0.00872616,0,-422.752
11.24,0.000464529,0,69.7145,0,0,0,0,0,0,0.00873081,0,-422.055
11.25,0.000464016,0,69.7356,0,0,0,0,0,0,0.00873546,0,-421.358
11.26,0.000463504,0,69.7567,0,0,0,0,0,0,0.0087401,0,-420.661
11.27,0.000462992,0,69.7778,0,0,0,0,0,0,0.00874473,0,-419.963
11.28,0.00046248,0,69.7988,0,0,0,0,0,0,0.00874936,0,-419.266
11.29,0.000461969,0,69.8197,0,0,0,0,0,0,0.00875399,0,-418.568
11.3,0.000461458,0,69.8406,0,0,0,0,0,0,0.00875861,0,-417.869
11.31,0.000460948,0,69.8615,0,0,0,0,0,0,0.00876322,0,-417.171
11.32,0.000460438,0,69.8823,0,0,0,0,0,0,0.00876783,0,-416.472
11.33,0.000459928,0,69.903,0,0,0,0,0,0,0.00877244,0,-415.774
11.34,0.000459419,0,69.9237,0,0,0,0,0,0,0.00877704,0,-415.074
11.35,0.00045891,0,69.9444,0,0,0,0,0,0,0.00878163,0,-414.375
11.36,0.000458402,0,69.965,0,0,0,0,0,0,0.00878622,0,-413.676
11.37,0.000457894,0,69.9856,0,0,0,0,0,0,0.0087908,0,-412.976
11.38,0.000457387,0,70.0061,0,0,0,0,0,0,0.00879538,0,-412.276
11.39,0.00045688,0,70.0266,0,0,0,0,0,0,0.00879996,0,-411.576
11.4,0.000456373,0,70.0471,0,0,0,0,0,0,0.00880452,0,-410.876
11.41,0.000455867,0,70.0675,0,0,0,0,0,0,0.00880909,0,-410.176
11.42,0.000455361,0,70.0878,0,0,0,0,0,0,0.00881365,0,-409.475
11.43,0.000454855,0,70.1081,0,0,0,0,0,0,0.0088182,0,-408.774
11.44,0.00045435,0,70.1284,0,0,0,0,0,0,0.00882275,0,-408.073
11.45,0.000453846,0,70.1486,0,0,0,0,0,0,0.00882729,0,-407.372
11.46,0.000453342,0,70.1688,0,0,0,0,0,0,0.00883183,0,-406.67
11.47,0.000452838,0,70.1889,0,0,0,0,0,0,0.00883636,0,-405.968
11.48,0.000452334,0,70.209,0,0,0,0,0,0,0.00884089,0,-405.267
11.49,0.000451831,0,70.229,0,0,0,0,0,0,0.00884542,0,-404.564
11.5,0.000451329,0,70.249,0,0,0,0,0,0,0.00884993,0,-403.862
11.51,0.000450827,0,70.2689,0,0,0,0,0,0,0.00885445,0,-403.16
11.52,0.000450325,0,70.2888,0,0,0,0,0,0,0.00885896,0,-402.457
11.53,0.000449824,0,70.3087,0,0,0,0,0,0,0.00886346,0,-401.754
11.54,0.000449323,0,70.3285,0,0,0,0,0,0,0.00886796,0,-401.051
11.55,0.000448823,0,70.3483,0,0,0,0,0,0,0.00887245,0,-400.348
11.56,0.000448323,0,70.368,0,0,0,0,0,0,0.00887694,0,-399.644
11.57,0.000447823,0,70.3877,0,0,0,0,0,0,0.00888142,0,-398.941
11.58,0.000447324,0,70.4073,0,0,0,0,0,0,0.0088859,0,-398.237
11.59,0.000446825,0,70.4269,0,0,0,0,0,0,0.00889037,0,-397.533
11.6,0.000446327,0,70.4465,0,0,0,0,0,0,0.00889484,0,-396.828
11.61,0.000445829,0,70.466,0,0,0,0,0,0,0.0088993,0,-396.124
11.62,0.000445331,0,70.4855,0,0,0,0,0,0,0.00890376,0,-395.419
11.63,0.000444834,0,70.5049,0,0,0,0,0,0,0.00890822,0,-394.714
11.64,0.000444337,0,70.5242,0,0,0,0,0,0,0.00891266,0,-394.009
11.65,0.000443841,0,70.5436,0,0,0,0,0,0,0.00891711,0,-393.304
11.66,0.000443345,0,70.5629,0,0,0,0,0,0,0.00892155,0,-392.599
11.67,0.00044285,0,70.5821,0,0,0,0,0,0,0.00892598,0,-391.893
11.68,0.000442355,0,70.6013,0,0,0,0,0,0,0.00893041,0,-391.187
11.69,0.00044186,0,70.6205,0,0,0,0,0,0,0.00893483,0,-390.481
11.7,0.000441366,0,70.6396,0,0,0,0,0,0,0.00893925,0,-389.775
11.71,0.000440872,0,70.6587,0,0,0,0,0,0,0.00894366,0,-389.069
11.72,0.000440379,0,70.6777,0,0,0,0,0,0,0.00894807,0,-388.362
11.73,0.000439886,0,70.6967,0,0,0,0,0,0,0.00895248,0,-387.655
11.74,0.000439394,0,70.7156,0,0,0,0,0,0,0.00895688,0,-386.948
11.75,0.000438901,0,70.7346,0,0,0,0,0,0,0.00896127,0,-386.241
11.76,0.00043841,0,70.7534,0,0,0,0,0,0,0.00896566,0,-385.534
11.77,0.000437919,0,70.7722,0,0,0,0,0,0,0.00897004,0,-384.826
11.78,0.000437428,0,70.791,0,0,0,0,0,0,0.00897442,0,-384.118
11.79,0.000436937,0,70.8098,0,0,0,0,0,0,0.0089788,0,-383.411
11.8,0.000436447,0,70.8284,0,0,0,0,0,0,0.00898317,0,-382.702
11.81,0.000435958,0,70.8471,0,0,0,0,0,0,0.00898753,0,-381.994
11.82,0.000435469,0,70.8657,0,0,0,0,0,0,0.00899189,0,-381.286
11.83,0.00043498,0,70.8843,0,0,0,0,0,0,0.00899624,0,-380.577
11.84,0.000434492,0,70.9028,0,0,0,0,0,0,0.00900059,0,-379.868
11.85,0.000434004,0,70.9213,0,0,0,0,0,0,0.00900494,0,-379.159
11.86,0.000433516,0,70.9397,0,0,0,0,0,0,0.00900928,0,-378.45
11.87,0.000433029,0,70.9581,0,0,0,0,0,0,0.00901361,0,-377.741
11.88,0.000432543,0,70.9765,0,0,0,0,0,0,0.00901794,0,-377.031
11.89,0.000432056,0,70.9948,0,0,0,0,0,0,0.00902227,0,-376.321
11.9,0.000431571,0,71.0131,0,0,0,0,0,0,0.00902659,0,-375.611
11.91,0.000431085,0,71.0313,0,0,0,0,0,0,0.00903091,0,-374.901
11.92,0.0004306,0,71.0495,0,0,0,0,0,0,0.00903522,0,-374.191
11.93,0.000430116,0,71.0677,0,0,0,0,0,0,0.00903952,0,-373.48
11.94,0.000429632,0,71.0858,0,0,0,0,0,0,0.00904382,0,-372.77
11.95,0.000429148,0,71.1039,0,0,0,0,0,0,0.00904812,0,-372.059
11.96,0.000428665,0,71.1219,0,0,0,0,0,0,0.00905241,0,-371.348
11.97,0.000428182,0,71.1399,0,0,0,0,0,0,0.0090567,0,-370.637
11.98,0.0004277,0,71.1579,0,0,0,0,0,0,0.00906098,0,-369.925
11.99,0.000427218,0,71.1758,0,0,0,0,0,0,0.00906526,0,-369.214
12,0.000426736,0,71.1936,0,0,0,0,0,0,0.00906953,0,-368.502
12.01,0.000426255,0,71.2115,0,0,0,0,0,0,0.0090738,0,-367.79
12.02,0.000425774,0,71.2293,0,0,0,0,0,0,0.00907806,0,-367.078
12.03,0.000425294,0,71.247,0,0,0,0,0,0,0.00908232,0,-366.365
12.04,0.000424814,0,71.2647,0,0,0,0,0,0,0.00908657,0,-365.653
12.05,0.000424335,0,71.2824,0,0,0,0,0,0,0.00909082,0,-364.94
12.06,0.000423856,0,71.3,0,0,0,0,0,0,0.00909506,0,-364.228
12.07,0.000423377,0,71.3176,0,0,0,0,0,0,0.0090993,0,-363.515
12.08,0.000422899,0,71.3352,0,0,0,0,0,0,0.00910353,0,-362.801
12.09,0.000422421,0,71.3527,0,0,0,0,0,0,0.00910776,0,-362.088
12.1,0.000421944,0,71.3701,0,0,0,0,0,0,0.00911199,0,-361.374
12.11,0.000421467,0,71.3876,0,0,0,0,0,0,0.00911621,0,-360.661
12.12,0.00042099,0,71.405,0,0,0,0,0,0,0.00912042,0,-359.947
12.13,0.000420514,0,71.4223,0,0,0,0,0,0,0.00912463,0,-359.233
12.14,0.000420039,0,71.4396,0,0,0,0,0,0,0.00912884,0,-358.519
12.15,0.000419563,0,71.4569,0,0,0,0,0,0,0.00913304,0,-357.804
12.16,0.000419089,0,71.4742,0,0,0,0,0,0,0.00913723,0,-357.09
12.17,0.000418614,0,71.4914,0,0,0,0,0,0,0.00914142,0,-356.375
12.18,0.00041814,0,71.5085,0,0,0,0,0,0,0.00914561,0,-355.66
12.19,0.000417667,0,71.5256,0,0,0,0,0,0,0.00914979,0,-354.945
12.2,0.000417194,0,71.5427,0,0,0,0,0,0,0.00915397,0,-354.23
12.21,0.000416721,0,71.5598,0,0,0,0,0,0,0.00915814,0,-353.514
12.22,0.000416249,0,71.5768,0,0,0,0,0,0,0.00916231,0,-352.799
12.23,0.000415777,0,71.5937,0,0,0,0,0,0,0.00916647,0,-352.083
12.24,0.000415306,0,71.6106,0,0,0,0,0,0,0.00917063,0,-351.367
12.25,0.000414835,0,71.6275,0,0,0,0,0,0,0.00917478,0,-350.651
12.26,0.000414364,0,71.6444,0,0,0,0,0,0,0.00917893,0,-349.935
12.27,0.000413894,0,71.6612,0,0,0,0,0,0,0.00918307,0,-349.218
12.28,0.000413424,0,71.678,0,0,0,0,0,0,0.00918721,0,-348.501
12.29,0.000412955,0,71.6947,0,0,0,0,0,0,0.00919135,0,-347.785
12.3,0.000412486,0,71.7114,0,0,0,0,0,0,0.00919547,0,-347.068
12.31,0.000412018,0,71.7281,0,0,0,0,0,0,0.0091996,0,-346.351
12.32,0.00041155,0,71.7447,0,0,0,0,0,0,0.00920372,0,-345.633
12.33,0.000411082,0,71.7613,0,0,0,0,0,0,0.00920784,0,-344.916
12.34,0.000410615,0,71.7778,0,0,0,0,0,0,0.00921195,0,-344.198
12.35,0.000410148,0,71.7943,0,0,0,0,0,0,0.00921605,0,-343.481
12.36,0.000409682,0,71.8108,0,0,0,0,0,0,0.00922015,0,-342.763
12.37,0.000409216,0,71.8272,0,0,0,0,0,0,0.00922425,0,-342.044
12.38,0.00040875,0,71.8436,0,0,0,0,0,0,0.00922834,0,-341.326
12.39,0.000408285,0,71.86,0,0,0,0,0,0,0.00923243,0,-340.608
12.4,0.000407821,0,71.8763,0,0,0,0,0,0,0.00923651,0,-339.889
12.41,0.000407356,0,71.8926,0,0,0,0,0,0,0.00924059,0,-339.17
12.42,0.000406893,0,71.9088,0,0,0,0,0,0,0.00924466,0,-338.451
12.43,0.000406429,0,71.925,0,0,0,0,0,0,0.00924873,0,-337.732
12.44,0.000405966,0,71.9412,0,0,0,0,0,0,0.0092528,0,-337.013
12.45,0.000405504,0,71.9574,0,0,0,0,0,0,0.00925686,0,-336.294
12.46,0.000405042,0,71.9735,0,0,0,0,0,0,0.00926091,0,-335.574
12.47,0.00040458,0,71.9895,0,0,0,0,0,0,0.00926496,0,-334.854
12.48,0.000404119,0,72.0055,0,0,0,0,0,0,0.00926901,0,-334.135
12.49,0.000403658,0,72.0215,0,0,0,0,0,0,0.00927305,0,-333.414
12.5,0.000403197,0,72.0375,0,0,0,0,0,0,0.00927709,0,-332.694
12.51,0.000402737,0,72.0534,0,0,0,0,0,0,0.00928112,0,-331.974
12.52,0.000402278,0,72.0693,0,0,0,0,0,0,0.00928515,0,-331.253
12.53,0.000401819,0,72.0851,0,0,0,0,0,0,0.00928917,0,-330.533
12.54,0.00040136,0,72.1009,0,0,0,0,0,0,0.00929319,0,-329.812
12.55,0.000400902,0,72.1167,0,0,0,0,0,0,0.0092972,0,-329.091
12.56,0.000400444,0,72.1324,0,0,0,0,0,0,0.00930121,0,-328.37
12.57,0.000399986,0,72.1481,0,0,0,0,0,0,0.00930521,0,-327.648
12.58,0.000399529,0,72.1638,0,0,0,0,0,0,0.00930921,0,-326.927
12.59,0.000399073,0,72.1794,0,0,0,0,0,0,0.00931321,0,-326.205
12.6,0.000398617,0,72.195,0,0,0,0,0,0,0.0093172,0,-325.483
12.61,0.000398161,0,72.2106,0,0,0,0,0,0,0.00932119,0,-324.761
12.62,0.000397706,0,72.2261,0,0,0,0,0,0,0.00932517,0,-324.039
12.63,0.000397251,0,72.2416,0,0,0,0,0,0,0.00932914,0,-323.317
12.64,0.000396796,0,72.257,0,0,0,0,0,0,0.00933312,0,-322.595
12.65,0.000396342,0,72.2725,0,0,0,0,0,0,0.00933709,0,-321.872
12.66,0.000395888,0,72.2878,0,0,0,0,0,0,0.00934105,0,-321.149
12.67,0.000395435,0,72.3032,0,0,0,0,0,0,0.00934501,0,-320.426
12.68,0.000394982,0,72.3185,0,0,0,0,0,0,0.00934896,0,-319.703
12.69,0.00039453,0,72.3338,0,0,0,0,0,0,0.00935291,0,-318.98
12.7,0.000394078,0,72.349,0,0,0,0,0,0,0.00935686,0,-318.257
12.71,0.000393627,0,72.3642,0,0,0,0,0,0,0.0093608,0,-317.533
12.72,0.000393176,0,72.3794,0,0,0,0,0,0,0.00936473,0,-316.81
12.73,0.000392725,0,72.3945,0,0,0,0,0,0,0.00936867,0,-316.086
12.74,0.000392275,0,72.4096,0,0,0,0,0,0,0.00937259,0,-315.362
12.75,0.000391825,0,72.4247,0,0,0,0,0,0,0.00937652,0,-314.638
12.76,0.000391375,0,72.4397,0,0,0,0,0,0,0.00938043,0,-313.914
12.77,0.000390926,0,72.4547,0,0,0,0,0,0,0.00938435,0,-313.189
12.78,0.000390478,0,72.4697,0,0,0,0,0,0,0.00938826,0,-312.465
12.79,0.00039003,0,72.4846,0,0,0,0,0,0,0.00939216,0,-311.74
12.8,0.000389582,0,72.4995,0,0,0,0,0,0,0.00939606,0,-311.015
12.81,0.000389135,0,72.5144,0,0,0,0,0,0,0.00939996,0,-310.29
12.82,0.000388688,0,72.5292,0,0,0,0,0,0,0.00940385,0,-309.565
12.83,0.000388241,0,72.544,0,0,0,0,0,0,0.00940774,0,-308.84
12.84,0.000387795,0,72.5587,0,0,0,0,0,0,0.00941162,0,-308.114
12.85,0.00038735,0,72.5735,0,0,0,0,0,0,0.0094155,0,-307.389
12.86,0.000386904,0,72.5881,0,0,0,0,0,0,0.00941937,0,-306.663
12.87,0.00038646,0,72.6028,0,0,0,0,0,0,0.00942324,0,-305.937
12.88,0.000386015,0,72.6174,0,0,0,0,0,0,0.0094271,0,-305.211
12.89,0.000385571,0,72.632,0,0,0,0,0,0,0.00943096,0,-304.485
12.9,0.000385128,0,72.6466,0,0,0,0,0,0,0.00943482,0,-303.759
12.91,0.000384685,0,72.6611,0,0,0,0,0,0,0.00943867,0,-303.032
12.92,0.000384242,0,72.6756,0,0,0,0,0,0,0.00944252,0,-302.306
12.93,0.0003838,0,72.69,0,0,0,0,0,0,0.00944636,0,-301.579
12.94,0.000383358,0,72.7044,0,0,0,0,0,0,0.0094502,0,-300.852
12.95,0.000382917,0,72.7188,0,0,0,0,0,0,0.00945403,0,-300.125
12.96,0.000382476,0,72.7332,0,0,0,0,0,0,0.00945786,0,-299.398
12.97,0.000382035,0,72.7475,0,0,0,0,0,0,0.00946169,0,-298.67
12.98,0.000381595,0,72.7618,0,0,0,0,0,0,0.00946551,0,-297.943
12.99,0.000381155,0,72.7761,0,0,0,0,0,0,0.00946932,0,-297.215
13,0.000380716,0,72.7903,0,0,0,0,0,0,0.00947313,0,-296.487
13.01,0.000380277,0,72.8045,0,0,0,0,0,0,0.00947694,0,-295.76
13.02,0.000379839,0,72.8186,0,0,0,0,0,0,0.00948074,0,-295.032
13.03,0.000379401,0,72.8328,0,0,0,0,0,0,0.00948454,0,-294.303
13.04,0.000378963,0,72.8468,0,0,0,0,0,0,0.00948834,0,-293.575
13.05,0.000378526,0,72.8609,0,0,0,0,0,0,0.00949213,0,-292.847
13.06,0.000378089,0,72.8749,0,0,0,0,0,0,0.00949591,0,-292.118
13.07,0.000377653,0,72.8889,0,0,0,0,0,0,0.00949969,0,-291.389
13.08,0.000377217,0,72.9029,0,0,0,0,0,0,0.00950347,0,-290.66
13.09,0.000376781,0,72.9168,0,0,0,0,0,0,0.00950724,0,-289.931
13.1,0.000376346,0,72.9307,0,0,0,0,0,0,0.00951101,0,-289.202
13.11,0.000375912,0,72.9446,0,0,0,0,0,0,0.00951477,0,-288.473
13.12,0.000375477,0,72.9584,0,0,0,0,0,0,0.00951853,0,-287.743
13.13,0.000375043,0,72.9722,0,0,0,0,0,0,0.00952229,0,-287.014
13.14,0.00037461,0,72.986,0,0,0,0,0,0,0.00952604,0,-286.284
13.15,0.000374177,0,72.9997,0,0,0,0,0,0,0.00952978,0,-285.554
13.16,0.000373744,0,73.0134,0,0,0,0,0,0,0.00953352,0,-284.824
13.17,0.000373312,0,73.0271,0,0,0,0,0,0,0.00953726,0,-284.094
13.18,0.000372881,0,73.0408,0,0,0,0,0,0,0.00954099,0,-283.364
13.19,0.000372449,0,73.0544,0,0,0,0,0,0,0.00954472,0,-282.633
13.2,0.000372018,0,73.0679,0,0,0,0,0,0,0.00954845,0,-281.903
13.21,0.000371588,0,73.0815,0,0,0,0,0,0,0.00955217,0,-281.172
13.22,0.000371158,0,73.095,0,0,0,0,0,0,0.00955588,0,-280.441
13.23,0.000370728,0,73.1085,0,0,0,0,0,0,0.0095596,0,-279.71
13.24,0.000370299,0,73.122,0,0,0,0,0,0,0.0095633,0,-278.979
13.25,0.00036987,0,73.1354,0,0,0,0,0,0,0.00956701,0,-278.248
13.26,0.000369442,0,73.1488,0,0,0,0,0,0,0.0095707,0,-277.517
13.27,0.000369014,0,73.1621,0,0,0,0,0,0,0.0095744,0,-276.785
13.28,0.000368586,0,73.1755,0,0,0,0,0,0,0.00957809,0,-276.054
13.29,0.000368159,0,73.1888,0,0,0,0,0,0,0.00958177,0,-275.322
13.3,0.000367732,0,73.202,0,0,0,0,0,0,0.00958546,0,-274.59
13.31,0.000367306,0,73.2153,0,0,0,0,0,0,0.00958913,0,-273.858
13.32,0.00036688,0,73.2285,0,0,0,0,0,0,0.00959281,0,-273.126
13.33,0.000366455,0,73.2417,0,0,0,0,0,0,0.00959648,0,-272.394
13.34,0.00036603,0,73.2548,0,0,0,0,0,0,0.00960014,0,-271.661
13.35,0.000365605,0,73.2679,0,0,0,0,0,0,0.0096038,0,-270.929
13.36,0.000365181,0,73.281,0,0,0,0,0,0,0.00960746,0,-270.196
13.37,0.000364757,0,73.2941,0,0,0,0,0,0,0.00961111,0,-269.463
13.38,0.000364334,0,73.3071,0,0,0,0,0,0,0.00961476,0,-268.73
13.39,0.000363911,0,73.3201,0,0,0,0,0,0,0.0096184,0,-267.997
13.4,0.000363488,0,73.333,0,0,0,0,0,0,0.00962204,0,-267.264
13.41,0.000363066,0,73.346,0,0,0,0,0,0,0.00962567,0,-266.531
13.42,0.000362644,0,73.3589,0,0,0,0,0,0,0.0096293,0,-265.797
13.43,0.000362223,0,73.3718,0,0,0,0,0,0,0.00963293,0,-265.063
13.44,0.000361802,0,73.3846,0,0,0,0,0,0,0.00963655,0,-264.33
13.45,0.000361381,0,73.3974,0,0,0,0,0,0,0.00964017,0,-263.596
13.46,0.000360961,0,73.4102,0,0,0,0,0,0,0.00964378,0,-262.862
13.47,0.000360542,0,73.423,0,0,0,0,0,0,0.00964739,0,-262.128
13.48,0.000360123,0,73.4357,0,0,0,0,0,0,0.009651,0,-261.394
13.49,0.000359704,0,73.4484,0,0,0,0,0,0,0.0096546,0,-260.659
13.5,0.000359285,0,73.461,0,0,0,0,0,0,0.0096582,0,-259.925
13.51,0.000358867,0,73.4737,0,0,0,0,0,0,0.00966179,0,-259.19
13.52,0.00035845,0,73.4863,0,0,0,0,0,0,0.00966538,0,-258.455
13.53,0.000358033,0,73.4989,0,0,0,0,0,0,0.00966896,0,-257.721
13.54,0.000357616,0,73.5114,0,0,0,0,0,0,0.00967254,0,-256.986
13.55,0.0003572,0,73.5239,0,0,0,0,0,0,0.00967612,0,-256.25
13.56,0.000356784,0,73.5364,0,0,0,0,0,0,0.00967969,0,-255.515
13.57,0.000356368,0,73.5489,0,0,0,0,0,0,0.00968326,0,-254.78
13.58,0.000355953,0,73.5613,0,0,0,0,0,0,0.00968682,0,-254.044
13.59,0.000355538,0,73.5737,0,0,0,0,0,0,0.00969038,0,-253.309
13.6,0.000355124,0,73.5861,0,0,0,0,0,0,0.00969394,0,-252.573
13.61,0.00035471,0,73.5984,0,0,0,0,0,0,0.00969749,0,-251.837
13.62,0.000354297,0,73.6108,0,0,0,0,0,0,0.00970104,0,-251.101
13.63,0.000353884,0,73.623,0,0,0,0,0,0,0.00970458,0,-250.365
13.64,0.000353471,0,73.6353,0,0,0,0,0,0,0.00970812,0,-249.629
13.65,0.000353059,0,73.6475,0,0,0,0,0,0,0.00971165,0,-248.892
13.66,0.000352647,0,73.6597,0,0,0,0,0,0,0.00971518,0,-248.156
13.67,0.000352236,0,73.6719,0,0,0,0,0,0,0.00971871,0,-247.419
13.68,0.000351825,0,73.6841,0,0,0,0,0,0,0.00972223,0,-246.683
13.69,0.000351414,0,73.6962,0,0,0,0,0,0,0.00972575,0,-245.946
13.7,0.000351004,0,73.7083,0,0,0,0,0,0,0.00972927,0,-245.209
13.71,0.000350594,0,73.7203,0,0,0,0,0,0,0.00973278,0,-244.472
13.72,0.000350185,0,73.7324,0,0,0,0,0,0,0.00973628,0,-243.735
13.73,0.000349776,0,73.7444,0,0,0,0,0,0,0.00973978,0,-242.997
13.74,0.000349368,0,73.7563,0,0,0,0,0,0,0.00974328,0,-242.26
13.75,0.00034896,0,73.7683,0,0,0,0,0,0,0.00974677,0,-241.522
13.76,0.000348552,0,73.7802,0,0,0,0,0,0,0.00975026,0,-240.785
13.77,0.000348145,0,73.7921,0,0,0,0,0,0,0.00975375,0,-240.047
13.78,0.000347738,0,73.804,0,0,0,0,0,0,0.00975723,0,-239.309
13.79,0.000347331,0,73.8158,0,0,0,0,0,0,0.00976071,0,-238.571
13.8,0.000346925,0,73.8276,0,0,0,0,0,0,0.00976418,0,-237.833
13.81,0.00034652,0,73.8394,0,0,0,0,0,0,0.00976765,0,-237.094
13.82,0.000346115,0,73.8511,0,0,0,0,0,0,0.00977112,0,-236.356
13.83,0.00034571,0,73.8629,0,0,0,0,0,0,0.00977458,0,-235.617
13.84,0.000345305,0,73.8746,0,0,0,0,0,0,0.00977803,0,-234.879
13.85,0.000344901,0,73.8862,0,0,0,0,0,0,0.00978149,0,-234.14
13.86,0.000344498,0,73.8979,0,0,0,0,0,0,0.00978494,0,-233.401
13.87,0.000344095,0,73.9095,0,0,0,0,0,0,0.00978838,0,-232.662
13.88,0.000343692,0,73.9211,0,0,0,0,0,0,0.00979182,0,-231.923
13.89,0.00034329,0,73.9327,0,0,0,0,0,0,0.00979526,0,-231.184
13.9,0.000342888,0,73.9442,0,0,0,0,0,0,0.00979869,0,-230.445
13.91,0.000342486,0,73.9557,0,0,0,0,0,0,0.00980212,0,-229.705
13.92,0.000342085,0,73.9672,0,0,0,0,0,0,0.00980555,0,-228.966
13.93,0.000341684,0,73.9786,0,0,0,0,0,0,0.00980897,0,-228.226
13.94,0.000341284,0,73.9901,0,0,0,0,0,0,0.00981238,0,-227.486
13.95,0.000340884,0,74.0015,0,0,0,0,0,0,0.0098158,0,-226.746
13.96,0.000340485,0,74.0128,0,0,0,0,0,0,0.00981921,0,-226.006
13.97,0.000340085,0,74.0242,0,0,0,0,0,0,0.00982261,0,-225.266
13.98,0.000339687,0,74.0355,0,0,0,0,0,0,0.00982601,0,-224.526
13.99,0.000339288,0,74.0468,0,0,0,0,0,0,0.00982941,0,-223.786
